timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-16T17:56:36,uvmoondream,81312626-f333-4bbb-ad40-5ac0fb1d65fe,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,88.96806382387877,0.00013955954057393746,1.5686476087667774e-06,28.005637524805774,56.53521583326946,20.0,0.0006684570745790983,0.001344577186728202,0.00047736600589834985,0.0024904002672056502,0.0,France,FRA,brittany,,,Linux-6.1.0-20-amd64-x86_64-with-glibc2.36,3.11.2,3.2.3,1,AMD EPYC 7763 64-Core Processor,1,1 x NVIDIA RTX A6000,-1.9285,47.9891,64,machine,2.389411764705882,4.647058823529412,4.507058823529413,45.4877041536219,N,1.0,0.0
