timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-05T20:53:01,uvmoondream,c355b3c1-cc7e-4568-be27-0785d3c1b385,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,21.144051279872656,3.489871114706655e-05,1.6505214958633384e-06,28.010729614,90.8348771388714,20.0,0.00015665720918285562,0.00035424500555336635,0.00011185534958624177,0.0006227575643224638,0.0,France,FRA,brittany,,,Linux-6.1.0-20-amd64-x86_64-with-glibc2.36,3.11.2,3.2.3,1,AMD EPYC 7763 64-Core Processor,1,1 x NVIDIA RTX A6000,-1.6744,48.11,64,machine,0.7947368421052631,20.0,4.863157894736842,48.957420349121094,N,1.0,0.0
